trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol,return_1d,return_5d,return_20d,sma_20,sma_50,sma_200,price_sma20,price_sma50,price_sma200,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,volatility_20,volume_sma20,volume_ratio,daily_range,close_position,sma20_sma50,sma50_sma200,future_return_1d
2020-10-19,1135.0,1139.0,1115.3,1125.9,,12902123,,,,,1125.9,1.0,INFY,-0.13489676729710345,-0.24690069369415796,1.6031961252669682,-2.3453934582373526,-2.6359879847025285,-2.8411391923944986,1.4713454285440524,1.8301949611737047,2.2346106491080953,-2.1809269905630386,-2.4038486644818406,1.3790221338383264,1.2780904521372445,0.5757320352932336,1.2827064705441815,1.1183930036647545,14393354.35,-0.20667634020117237,0.28590205330471985,-0.19272192779160588,1.4460782861167418,1.6642857424230932,0.0103028688160582
2020-10-20,1118.9,1144.7,1110.0,1137.5,,10448776,,,,,1137.5,1.0,INFY,0.6389285789722896,-0.5969405670578467,1.644874668861215,-2.3131194509339443,-2.6169902913020353,-2.832271152512278,1.591498080987849,1.9472753987802014,2.3093591982223867,-2.150462441185932,-2.3724777692807626,1.3755338493364564,1.311845583940703,0.455959496910893,1.3770288575152616,1.1233808865444324,14208761.3,-0.5273586893621034,1.4551446639025636,1.065582526476052,1.5075881715191504,1.6783036011793935,0.0095384615384614
2020-10-21,1141.15,1154.35,1135.0,1148.35,,19811433,,,,,1148.35,1.0,INFY,0.5884661256753796,0.20191610825749642,1.8405973799726036,-2.277494106665252,-2.5965893301913248,-2.8231153689174175,1.6741951092079952,2.0466769849150803,2.3765847519486636,-2.1162102469035515,-2.3392943196209903,1.3865306524536256,1.3411751310380247,0.39933390141358555,1.447657587253106,1.1008294689817064,14568044.85,0.716480788729283,-0.23339585456218914,0.6917001739917111,1.5779946981964996,1.6944487032457687,-0.0168067226890755
2020-10-22,1142.0,1158.0,1123.8,1129.05,,11271335,,,,,1129.05,1.0,INFY,-1.15071489423873,0.45699590873303547,1.3660219179227246,-2.2498487383403107,-2.578821409584148,-2.814636889753847,1.0564303255275223,1.6804446541450129,2.190084078103769,-2.1023020748020804,-2.31592660486753,1.3202991086443079,1.3506330991427666,0.14507597423701454,1.0592056157725867,1.258368593535764,14457301.4,-0.4392238584818996,1.428615435103454,-1.2633240392428402,1.6219215303597017,1.706838416466252,-0.0058013374075549
2020-10-23,1133.0,1135.0,1120.15,1122.5,,9069862,,,,,1122.5,1.0,INFY,-0.4241928462943255,-0.21664973144840372,2.0007628191781306,-2.2126425747483727,-2.5613392453106876,-2.806145130111232,0.7089413887008967,1.5175476270648085,2.112113176136656,-2.0956495630701664,-2.2967868757542953,1.2317207664260201,1.3394682328749419,-0.11879430612835175,0.7244605496231362,0.4420258449315339,14189422.9,-0.7189026633472556,-0.6811346601287572,-1.246047131728674,1.7147833123175362,1.7184963930893007,-0.0089532293986636
2020-10-26,1122.25,1129.6,1103.15,1112.45,,6309368,,,,,1112.45,1.0,INFY,-0.6322654367310199,-0.43472695092625285,1.2594263188687096,-2.187096534484702,-2.545127676163933,-2.7976334497500486,0.33815520515773984,1.3053482981397377,2.0049691266384078,-2.0978701655100807,-2.282896246377074,1.1163756587920897,1.306144858528958,-0.4023136145528058,0.5015206497815728,0.1477584043985607,13839337.4,-1.0839552703957178,0.6230507997717625,-0.5413319545052246,1.7557755198795713,1.727237353621296,-0.019416602993393
2020-10-27,1105.7,1109.7,1077.15,1090.85,,10172479,,,,,1090.85,1.0,INFY,-1.3230065073970954,-1.2785649440214817,0.9650247028790478,-2.1667482281558677,-2.5315185307706702,-2.7893851655565896,-0.28382740547917207,0.9231003179104456,1.801916697204931,-2.116620028138197,-2.278269078650245,0.9474894144036532,1.2437725881718238,-0.7739958089733261,0.08842512984337751,0.3662655760183715,13920235.05,-0.5365326672161649,1.3727435226685123,-0.2888176117046917,1.784546408753502,1.7310517108638757,-0.0131090434065178
2020-10-28,1095.5,1104.75,1070.05,1076.55,,7608392,,,,,1076.55,1.0,INFY,-0.9066120794543815,-1.903162122362636,0.7806197204086405,-2.149662732910215,-2.5203944449224087,-2.7816603535788156,-0.7099812529939893,0.6643240061979557,1.6623286074400694,-2.1436544514259768,-2.279436225376136,0.759995791998499,1.1542263872729883,-1.1216877188790764,-0.4114088925947317,0.4659287653543178,13865231.5,-0.8990609694293817,1.6687096277997113,-1.14009537613735,1.8101939875503252,1.7310526481494508,-0.0015791184803307
2020-10-29,1070.0,1082.0,1060.1,1074.85,,6935616,,,,,1074.85,1.0,INFY,-0.1454624735351527,-1.4816194892216787,0.7676355007356624,-2.1328175222016963,-2.5086018933649177,-2.7742077914214622,-0.829279918590223,0.6000319223359051,1.629481579473735,-2.1678575343021564,-2.2811650044945377,0.5970253263377365,1.0481268372657584,-1.333488715352589,-0.616479989030176,0.4688299994991354,13809571.45,-0.9916822509017096,0.2024482911768306,0.6319047175092766,1.8310036480063943,1.7333743900573741,-0.0132576638600735
2020-10-30,1072.0,1083.6,1052.35,1060.6,,8800386,,,,,1060.6,1.0,INFY,-0.916423279473432,-1.6889080416414681,0.42063430559957166,-2.1219541318123447,-2.4978401057254755,-2.7678541889050727,-1.2216868245408121,0.3449952209882646,1.4946180693196993,-2.1994671678875632,-2.2881982257851305,0.41830715218791015,0.9254545149534988,-1.5455382326767837,-1.184739809151623,0.5501822594123329,13971422.85,-0.7374523747361175,1.3264145878896096,-0.860625482648123,1.8276797039176234,1.7368932705944784,0.0110314916085234
