trade_date,open,high,low,close,volume,symbol
2021-09-03,1672.8924269942474,1681.1736586972622,1651.2742420550917,1668.6595458984375,2485550,BAJAJFINSV
2021-09-06,1678.6958347686757,1692.0526292407603,1662.741493600693,1669.9208984375,1769580,BAJAJFINSV
2021-09-07,1670.1203948223945,1689.634494736732,1658.3490289634037,1673.3311767578125,1881930,BAJAJFINSV
2021-09-08,1671.2170640676497,1684.0752840450427,1648.183010739031,1651.348876953125,1909320,BAJAJFINSV
2021-09-09,1654.6646550216772,1677.8931010268316,1643.7010359214726,1670.27001953125,1808160,BAJAJFINSV
2021-09-13,1669.22294159756,1694.5504824990483,1653.2686004592322,1688.986328125,2166140,BAJAJFINSV
2021-09-14,1695.148990148069,1699.137576007241,1674.7872155170835,1678.3221435546875,1592270,BAJAJFINSV
2021-09-15,1680.3162539844998,1693.3538939068528,1675.405259489987,1678.087646484375,1231990,BAJAJFINSV
2021-09-16,1684.180296525873,1690.2030998291941,1657.7559165034127,1668.525146484375,1542090,BAJAJFINSV
2021-09-17,1679.1943930669524,1744.906359515331,1670.225066839847,1679.21435546875,6549510,BAJAJFINSV
2021-09-20,1672.7180374155344,1728.4535536133815,1665.2444301914911,1697.0384521484375,3252040,BAJAJFINSV
2021-09-21,1705.1202455669713,1760.4618675722152,1676.606875118262,1753.7061767578125,3846940,BAJAJFINSV
2021-09-22,1753.8857516642656,1772.9262322398686,1745.5047072755285,1756.4483642578125,2569820,BAJAJFINSV
2021-09-23,1773.6740274537724,1869.6493613356702,1763.1590756257137,1845.1046142578125,7125510,BAJAJFINSV
2021-09-24,1854.6873939864167,1875.9316525191607,1826.513016361344,1847.3134765625,3731750,BAJAJFINSV
2021-09-27,1851.700832782877,1869.4101622784287,1787.8884548871138,1797.964599609375,4071680,BAJAJFINSV
2021-09-28,1813.3107172743155,1813.4104075693092,1738.0361457379252,1750.02685546875,3220580,BAJAJFINSV
2021-09-29,1744.8863437880905,1759.753828960191,1725.8408741138312,1738.39990234375,3097120,BAJAJFINSV
2021-09-30,1745.0061444360426,1780.8984230922927,1736.2511701095425,1773.599365234375,3430000,BAJAJFINSV
2021-10-01,1768.5436969346842,1768.5436969346842,1700.1344924486502,1712.8780517578125,4326770,BAJAJFINSV
2021-10-04,1731.0410412367924,1788.48163619906,1725.1628441358857,1775.5386962890625,4013250,BAJAJFINSV
2021-10-05,1770.333566783481,1789.8776099347554,1747.498892150785,1779.6568603515625,2681630,BAJAJFINSV
2021-10-06,1792.2708120833686,1809.3768863415166,1750.7845590965035,1756.6328125,3004210,BAJAJFINSV
