trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol
2024-04-18,1509.8,1518.85,1491.05,1494.7,1509.25,17117442,257419.98,400151.0,,,747.35,0.5,HDFCBANK
2024-04-19,1486.55,1534.95,1480.25,1531.3,1494.7,17288217,261840.18,385294.0,,,765.65,0.5,HDFCBANK
2024-04-22,1557.4,1557.4,1508.3,1512.2,1531.3,21149219,321397.21,531868.0,,,756.1,0.5,HDFCBANK
2024-04-23,1526.3,1526.5,1503.25,1507.6,1512.2,13413530,202629.99,292429.0,,,753.8,0.5,HDFCBANK
2024-04-24,1515.0,1521.75,1509.05,1511.7,1507.6,11220790,169938.56,270693.0,,,755.85,0.5,HDFCBANK
2024-04-25,1506.25,1519.7,1506.25,1510.75,1511.7,17722602,268079.95,412279.0,,,755.375,0.5,HDFCBANK
2024-04-26,1519.8,1528.0,1505.55,1509.8,1510.75,12427347,188297.91,307546.0,,,754.9,0.5,HDFCBANK
2024-04-29,1515.0,1534.45,1506.55,1529.5,1509.8,18046675,274516.36,346924.0,,,764.75,0.5,HDFCBANK
2024-04-30,1529.2,1539.5,1514.9,1520.1,1529.5,26153691,399698.1,396483.0,,,760.05,0.5,HDFCBANK
2024-05-02,1522.0,1537.0,1520.35,1532.25,1520.1,16737503,256351.48,367994.0,,,766.125,0.5,HDFCBANK
2024-05-03,1533.25,1540.6,1507.2,1519.6,1532.25,15932621,242354.95,309946.0,,,759.8,0.5,HDFCBANK
2024-05-06,1522.0,1534.5,1517.15,1522.65,1519.6,14396698,219654.2,290222.0,,,761.325,0.5,HDFCBANK
2024-05-07,1521.95,1524.05,1504.15,1506.15,1522.65,14240301,215128.21,344750.0,,,753.075,0.5,HDFCBANK
2024-05-08,1495.95,1496.95,1480.35,1482.65,1506.15,20843931,309864.23,465848.0,,,741.325,0.5,HDFCBANK
