trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol
2021-11-12,1743.0,1782.85,1738.05,1780.2,,5069009,,,,,1780.2,1.0,INFY
2021-11-15,1782.1,1800.0,1775.5,1787.15,,4354074,,,,,1787.15,1.0,INFY
2021-11-16,1790.0,1808.95,1777.0,1792.3,,6034233,,,,,1792.3,1.0,INFY
2021-11-17,1792.55,1802.0,1780.7,1787.45,,4732492,,,,,1787.45,1.0,INFY
2021-11-18,1781.6,1789.45,1759.0,1779.4,,4326924,,,,,1779.4,1.0,INFY
2021-11-22,1784.0,1785.4,1751.15,1759.4,,6621839,,,,,1759.4,1.0,INFY
2021-11-23,1735.1,1747.25,1710.0,1736.9,,8436160,,,,,1736.9,1.0,INFY
2021-11-24,1740.0,1740.5,1688.0,1696.0,,7333061,,,,,1696.0,1.0,INFY
2021-11-25,1700.0,1726.2,1696.95,1722.4,,4476260,,,,,1722.4,1.0,INFY
2021-11-26,1702.55,1718.35,1684.0,1691.65,,4494181,,,,,1691.65,1.0,INFY
2021-11-29,1691.0,1712.0,1669.15,1696.35,,3942776,,,,,1696.35,1.0,INFY
2021-11-30,1704.55,1729.9,1700.05,1712.65,,14808963,,,,,1712.65,1.0,INFY
2021-12-01,1715.0,1741.9,1713.0,1714.9,,5193264,,,,,1714.9,1.0,INFY
2021-12-02,1715.0,1750.5,1711.35,1748.25,,5559574,,,,,1748.25,1.0,INFY
2021-12-03,1771.1,1786.65,1732.55,1735.55,,6754012,,,,,1735.55,1.0,INFY
2021-12-06,1730.0,1733.95,1691.5,1695.3,,3991449,,,,,1695.3,1.0,INFY
2021-12-07,1701.1,1724.9,1694.0,1711.65,,4202122,,,,,1711.65,1.0,INFY
2021-12-08,1733.0,1759.8,1732.6,1753.35,,3029169,,,,,1753.35,1.0,INFY
2021-12-09,1759.0,1769.4,1742.0,1763.45,,2082171,,,,,1763.45,1.0,INFY
2021-12-10,1760.0,1763.75,1746.0,1759.25,,1823469,,,,,1759.25,1.0,INFY
2021-12-13,1767.05,1771.35,1738.8,1744.65,,4040584,,,,,1744.65,1.0,INFY
2021-12-14,1730.9,1763.0,1710.35,1752.15,,4768144,,,,,1752.15,1.0,INFY
2021-12-15,1745.0,1747.95,1721.2,1734.2,,3053149,,,,,1734.2,1.0,INFY
2021-12-16,1762.65,1777.6,1758.0,1771.6,,4481031,,,,,1771.6,1.0,INFY
2021-12-17,1820.0,1842.0,1806.75,1820.85,,18887243,,,,,1820.85,1.0,INFY
2021-12-20,1801.7,1829.65,1787.3,1798.9,,5773891,,,,,1798.9,1.0,INFY
2021-12-21,1801.0,1838.0,1801.0,1811.6,,5353584,,,,,1811.6,1.0,INFY
2021-12-22,1825.0,1829.15,1812.35,1824.7,,4156428,,,,,1824.7,1.0,INFY
2021-12-23,1831.25,1861.6,1827.0,1857.6,,4112933,,,,,1857.6,1.0,INFY
2021-12-24,1872.95,1875.75,1854.0,1863.5,,3780347,,,,,1863.5,1.0,INFY
2021-12-27,1860.0,1874.5,1845.05,1866.15,,2647733,,,,,1866.15,1.0,INFY
2021-12-28,1880.7,1895.9,1878.4,1888.0,,3340933,,,,,1888.0,1.0,INFY
2021-12-29,1883.5,1893.8,1876.4,1885.55,,3236635,,,,,1885.55,1.0,INFY
2021-12-30,1884.5,1909.8,1874.35,1892.85,,4584738,,,,,1892.85,1.0,INFY
2021-12-31,1890.0,1898.35,1871.65,1887.75,,4619420,,,,,1887.75,1.0,INFY
2022-01-03,1887.75,1914.05,1887.75,1898.45,,3329616,,,,,1898.45,1.0,INFY
2022-01-04,1898.45,1906.65,1878.0,1899.15,,3921999,,,,,1899.15,1.0,INFY
2022-01-05,1900.0,1902.9,1840.0,1844.65,,6995719,,,,,1844.65,1.0,INFY
2022-01-06,1828.0,1828.0,1800.0,1817.8,,6449205,,,,,1817.8,1.0,INFY
2022-01-07,1815.45,1836.0,1806.8,1814.3,,4834389,,,,,1814.3,1.0,INFY
2022-01-10,1815.0,1869.9,1813.0,1850.75,,7857560,,,,,1850.75,1.0,INFY
2022-01-11,1855.0,1870.0,1850.15,1855.6,,5142287,,,,,1855.6,1.0,INFY
2022-01-12,1868.9,1889.0,1860.0,1877.45,,5362535,,,,,1877.45,1.0,INFY
2022-01-13,1905.0,1912.5,1866.35,1896.8,,14277630,,,,,1896.8,1.0,INFY
2022-01-14,1882.0,1933.0,1881.0,1929.35,,7688506,,,,,1929.35,1.0,INFY
2022-01-17,1938.55,1953.9,1930.5,1939.5,,5262464,,,,,1939.5,1.0,INFY
2022-01-18,1922.1,1945.0,1911.45,1920.75,,3690315,,,,,1920.75,1.0,INFY
2022-01-19,1916.0,1916.0,1862.85,1867.05,,5747770,,,,,1867.05,1.0,INFY
2022-01-20,1844.0,1848.0,1815.5,1823.7,,5533463,,,,,1823.7,1.0,INFY
2022-01-21,1795.0,1808.0,1776.0,1785.7,,8252758,,,,,1785.7,1.0,INFY
2022-01-24,1765.0,1768.65,1728.0,1736.8,,7116712,,,,,1736.8,1.0,INFY
2022-01-25,1726.6,1740.0,1700.5,1722.15,,9137653,,,,,1722.15,1.0,INFY
2022-01-27,1702.0,1709.7,1665.0,1678.6,,11231734,,,,,1678.6,1.0,INFY
2022-01-28,1681.0,1727.55,1679.5,1686.2,,10998502,,,,,1686.2,1.0,INFY
2022-01-31,1718.0,1749.5,1715.35,1736.2,,8788872,,,,,1736.2,1.0,INFY
2022-02-01,1766.1,1780.0,1734.7,1772.05,,5119935,,,,,1772.05,1.0,INFY
2022-02-02,1789.0,1792.8,1772.0,1787.1,,4253717,,,,,1787.1,1.0,INFY
2022-02-03,1779.0,1779.0,1734.0,1738.55,,3832922,,,,,1738.55,1.0,INFY
2022-02-04,1732.0,1753.95,1710.15,1741.1,,4700077,,,,,1741.1,1.0,INFY
2022-02-07,1722.2,1732.0,1695.4,1715.0,,4310209,,,,,1715.0,1.0,INFY
2022-02-08,1710.0,1725.0,1696.0,1717.3,,6053401,,,,,1717.3,1.0,INFY
2022-02-09,1735.0,1743.0,1725.0,1737.3,,3867244,,,,,1737.3,1.0,INFY
2022-02-10,1755.65,1773.9,1748.75,1769.6,,4334630,,,,,1769.6,1.0,INFY
2022-02-11,1740.0,1745.95,1713.0,1721.35,,7551371,,,,,1721.35,1.0,INFY
2022-02-14,1690.0,1718.55,1678.25,1682.2,,7459637,,,,,1682.2,1.0,INFY
2022-02-15,1699.0,1746.75,1690.45,1738.25,,4669915,,,,,1738.25,1.0,INFY
2022-02-16,1738.25,1755.45,1726.85,1733.3,,5350642,,,,,1733.3,1.0,INFY
2022-02-17,1744.0,1749.0,1720.3,1724.8,,3937950,,,,,1724.8,1.0,INFY
2022-02-18,1710.0,1722.5,1703.5,1706.95,,5602215,,,,,1706.95,1.0,INFY
2022-02-21,1701.0,1737.3,1691.5,1730.7,,5120890,,,,,1730.7,1.0,INFY
2022-02-22,1699.9,1751.0,1691.05,1734.35,,8878515,,,,,1734.35,1.0,INFY
2022-02-23,1750.0,1758.25,1733.4,1742.85,,5478811,,,,,1742.85,1.0,INFY
2022-02-24,1690.1,1714.95,1670.5,1678.15,,13592379,,,,,1678.15,1.0,INFY
2022-02-25,1715.0,1728.15,1677.0,1694.6,,9737281,,,,,1694.6,1.0,INFY
2022-02-28,1682.2,1728.05,1665.0,1715.6,,15076542,,,,,1715.6,1.0,INFY
2022-03-02,1710.0,1714.4,1691.0,1702.8,,6771489,,,,,1702.8,1.0,INFY
2022-03-03,1720.2,1733.9,1705.55,1720.85,,7344147,,,,,1720.85,1.0,INFY
2022-03-04,1695.25,1736.0,1681.0,1723.3,,9074499,,,,,1723.3,1.0,INFY
2022-03-07,1697.0,1751.0,1696.0,1739.85,,9742588,,,,,1739.85,1.0,INFY
2022-03-08,1718.45,1800.0,1718.45,1778.2,,10984500,,,,,1778.2,1.0,INFY
2022-03-09,1791.0,1831.6,1791.0,1813.35,,10193515,,,,,1813.35,1.0,INFY
2022-03-10,1844.75,1844.75,1810.2,1825.9,,6547182,,,,,1825.9,1.0,INFY
2022-03-11,1814.0,1831.4,1811.0,1822.0,,4758657,,,,,1822.0,1.0,INFY
2022-03-14,1831.55,1895.0,1831.55,1890.7,,10289724,,,,,1890.7,1.0,INFY
2022-03-15,1888.35,1888.35,1830.0,1839.3,,7140443,,,,,1839.3,1.0,INFY
2022-03-16,1865.0,1893.95,1849.0,1889.4,,5233979,,,,,1889.4,1.0,INFY
2022-03-17,1923.3,1923.3,1833.05,1854.6,,17731459,,,,,1854.6,1.0,INFY
2022-03-21,1861.0,1886.9,1841.1,1853.05,,8362085,,,,,1853.05,1.0,INFY
2022-03-22,1850.0,1890.0,1839.0,1887.4,,5709382,,,,,1887.4,1.0,INFY
2022-03-23,1897.0,1900.0,1857.0,1872.4,,6192824,,,,,1872.4,1.0,INFY
2022-03-24,1856.15,1894.6,1856.15,1886.7,,3784303,,,,,1886.7,1.0,INFY
2022-03-25,1892.0,1894.0,1858.0,1876.55,,3438588,,,,,1876.55,1.0,INFY
2022-03-28,1866.0,1880.9,1852.65,1873.9,,4008555,,,,,1873.9,1.0,INFY
2022-03-29,1873.9,1889.4,1860.55,1886.0,,3917785,,,,,1886.0,1.0,INFY
2022-03-30,1910.0,1919.0,1895.0,1903.95,,7795839,,,,,1903.95,1.0,INFY
2022-03-31,1900.0,1913.0,1894.2,1906.85,,5399145,,,,,1906.85,1.0,INFY
