trade_date,open,high,low,close,volume,symbol
2021-09-03,94.68970679107545,98.19302590337784,94.58961603216451,97.65919494628906,12734022,COALINDIA
2021-09-06,98.6267762837285,98.66014326408975,96.29123020886024,97.65919494628906,9712271,COALINDIA
2021-09-07,98.09293691164383,98.82696976412399,97.12535555677312,98.22639465332031,9475870,COALINDIA
2021-09-08,98.32648863596623,99.99473574426446,97.62582281404653,99.52761840820312,7873034,COALINDIA
2021-09-09,99.52761915071127,100.72875911408134,98.76022954803803,99.1939697265625,9519564,COALINDIA
2021-09-13,99.82790420498645,104.03187848459906,99.62771252924976,103.16439819335938,35672746,COALINDIA
2021-09-14,103.66487521796543,103.76496596757343,102.33027758494198,103.23112487792969,8804432,COALINDIA
2021-09-15,103.7649722778932,108.26923956326799,102.9308487065275,107.4684829711914,24591822,COALINDIA
2021-09-16,108.20249611680853,108.76970416846981,105.13292775264549,108.30259704589844,18440504,COALINDIA
2021-09-17,108.56952031379691,108.96990369465686,103.69823669680504,104.56572723388672,17317065,COALINDIA
2021-09-20,104.03188215593528,105.13293132025787,101.9632619194444,102.89747619628906,12541523,COALINDIA
2021-09-21,103.89841718612847,105.4332064043989,102.39699494302785,104.36552429199219,13645046,COALINDIA
2021-09-22,104.93275510275161,108.43607443050644,103.43133253371384,108.16915893554688,18861877,COALINDIA
2021-09-23,109.27018261993445,113.44080027718385,108.83644245644932,111.6724624633789,31399318,COALINDIA
2021-09-24,112.17293843160014,113.07378575111473,108.70297633782313,110.83834075927734,17259638,COALINDIA
2021-09-27,111.43890780138346,112.87359625410119,110.33786877322079,111.47227478027344,9099672,COALINDIA
2021-09-28,112.43986741244598,117.6448009967565,112.2063087188386,116.4770278930664,41551332,COALINDIA
2021-09-29,116.44366567146272,131.4578919041728,115.30925950364829,123.91741180419922,100988643,COALINDIA
2021-09-30,125.1852528389345,127.787713958964,122.84970715300042,123.51700592041016,48957916,COALINDIA
2021-10-01,123.71721542639166,126.72006055986887,121.71531867074019,125.91930389404297,25492957,COALINDIA
2021-10-04,128.45503985078437,129.0222479957221,125.65238647229283,126.75342559814453,23341448,COALINDIA
2021-10-05,127.45405747741957,132.7257133735127,127.05367416640239,132.09178161621094,42359592,COALINDIA
2021-10-06,133.45978175778396,135.99551964761653,127.92119877840128,128.6885986328125,41926821,COALINDIA
2021-10-07,129.95643783683659,130.0898955568458,126.28629453464093,127.25387573242188,16517664,COALINDIA
2021-10-08,127.52082006547302,127.92119328424656,122.84972790457178,125.75247192382812,28978175,COALINDIA
2021-10-11,128.12138445775528,133.25958377717862,127.88782577780171,131.3577880859375,34952223,COALINDIA
2021-10-12,132.92593568639367,134.1270757142996,127.62091159382983,128.98887634277344,25216411,COALINDIA
2021-10-13,129.45595741894675,129.82297376765115,126.35302230625788,126.82012939453125,17378156,COALINDIA
