trade_date,open,high,low,close,volume,symbol
2021-09-06,4652.5602356423,4663.43443923513,4584.182130525695,4631.001953125,77586,TATAELXSI
2021-09-07,4641.923264181097,4763.5320979444605,4616.851386084936,4672.02880859375,282529,TATAELXSI
2021-09-08,4672.504177331027,4672.504177331027,4578.626637853708,4619.89111328125,122544,TATAELXSI
2021-09-09,4631.477074213243,4705.743483804368,4606.975103922299,4680.81396484375,143361,TATAELXSI
2021-09-13,4701.944437523723,4816.857642318789,4686.749303005367,4757.3115234375,205324,TATAELXSI
2021-09-14,4765.57485536614,4803.467635625394,4719.989444234698,4736.13427734375,147811,TATAELXSI
2021-09-15,4755.50751988518,4984.479311595424,4753.22834229496,4856.17529296875,485270,TATAELXSI
2021-09-16,4881.437069979051,4938.41882565974,4857.694671778763,4894.35302734375,140731,TATAELXSI
2021-09-17,4923.224056948376,5318.297592382504,4923.224056948376,5214.4482421875,577393,TATAELXSI
2021-09-20,5194.836602412628,5655.4391165205125,5083.057208862265,5538.341796875,730123,TATAELXSI
2021-09-21,5593.662056778547,5649.741419249815,5186.906987848915,5337.244140625,614214,TATAELXSI
2021-09-22,5383.636254610802,5412.317257994669,5273.708947607313,5299.44580078125,246188,TATAELXSI
2021-09-23,5346.78788464257,5591.809425359761,5301.202481718442,5438.71826171875,375994,TATAELXSI
2021-09-24,5474.712436623813,5671.489159526278,5444.6068894763885,5571.81884765625,318392,TATAELXSI
2021-09-27,5625.808441614197,5651.640355832758,5404.766718740718,5433.115234375,234408,TATAELXSI
2021-09-28,5463.126209413206,5538.627040990495,5276.083397772916,5380.64501953125,233310,TATAELXSI
2021-09-29,5361.03328695123,5398.071426577643,5283.870496062871,5316.16015625,132221,TATAELXSI
2021-09-30,5343.986450965478,5382.876685903881,5299.303441662606,5312.646484375,144992,TATAELXSI
2021-10-01,5312.599435759367,5531.599426587871,5312.599435759367,5491.90185546875,195617,TATAELXSI
2021-10-04,5525.331264284128,5639.294782969948,5509.186432470305,5593.32958984375,212879,TATAELXSI
2021-10-05,5598.457121854899,5628.800090216549,5498.739056071225,5546.3662109375,194416,TATAELXSI
2021-10-06,5572.815256931963,5961.2408602184605,5555.72073160395,5853.8779296875,701813,TATAELXSI
2021-10-07,5910.432658529787,6065.707944087691,5909.95781056172,6028.9072265625,229047,TATAELXSI
2021-10-08,6074.255569236237,6075.205265228926,5888.257516324426,5918.220703125,252479,TATAELXSI
2021-10-11,5970.738846218507,6021.072735012778,5803.687409926179,5919.26513671875,184786,TATAELXSI
