trade_date,open,high,low,close,volume,symbol
2021-09-03,652.0810188305927,660.7773567617392,648.5645226702201,656.64306640625,4145359,JSWSTEEL
2021-09-06,662.4406130128566,662.4406130128566,647.8041688044427,652.6038208007812,5179490,JSWSTEEL
2021-09-07,655.2649593867186,663.2009174929264,648.6595501678556,649.8950805664062,3555927,JSWSTEEL
2021-09-08,650.0852484496467,657.2133761738752,647.8993008826535,652.9840087890625,3288571,JSWSTEEL
2021-09-09,649.9426334819293,657.2133466374232,649.1823114939523,654.789794921875,2381494,JSWSTEEL
2021-09-13,658.87660171134,665.2919166216199,653.4117038248053,659.9696044921875,3778975,JSWSTEEL
2021-09-14,661.8703603738192,667.1926718746948,657.9261069875463,659.2567138671875,3185808,JSWSTEEL
2021-09-15,662.4407160418416,663.3911331380278,652.9840543330168,662.1080932617188,2871538,JSWSTEEL
2021-09-16,665.3394116817451,666.1948101884138,653.8868983916269,655.2650146484375,3372499,JSWSTEEL
2021-09-17,657.6885385671436,657.6885385671436,635.5438349252506,648.469482421875,7804735,JSWSTEEL
2021-09-20,636.6843938758597,636.6843938758597,596.9569154728041,601.8040771484375,10340874,JSWSTEEL
2021-09-21,601.8515940170859,638.6802545274089,597.5272080621604,635.781494140625,14289169,JSWSTEEL
2021-09-22,638.4901416656908,649.5150138897311,633.1678295636376,644.9054565429688,8147214,JSWSTEEL
2021-09-23,651.3207054651116,653.1740300659766,640.6760243300738,643.6698608398438,4039612,JSWSTEEL
2021-09-24,643.6698695191284,645.3330991561287,618.4838207302662,626.4673461914062,7363339,JSWSTEEL
2021-09-27,627.7029465961558,630.839311231014,614.2545222567671,616.488037109375,5889365,JSWSTEEL
2021-09-28,617.7710072791481,634.78349360622,615.9651919004859,628.0830078125,4735779,JSWSTEEL
2021-09-29,626.2298241084385,650.3703826298593,621.1925672827851,646.093505859375,7345149,JSWSTEEL
2021-09-30,649.324870993955,649.324870993955,633.3103106020567,635.1636352539062,4934499,JSWSTEEL
2021-10-01,627.2752222521552,652.6513678450352,626.2297867519417,640.8186645507812,5193048,JSWSTEEL
2021-10-04,641.0562904246448,652.7464083591577,629.2710959812734,647.3765869140625,5617530,JSWSTEEL
2021-10-05,647.3765685066586,656.5955670815061,643.5749004728739,645.665771484375,4186464,JSWSTEEL
2021-10-06,646.2835927130735,650.0852609055033,623.0458842850755,626.5624389648438,5994344,JSWSTEEL
2021-10-07,632.9777095081796,636.7793774331536,626.324790639475,633.5004272460938,3042177,JSWSTEEL
2021-10-08,636.8269070939172,649.1348189973203,631.5521042807018,632.8351440429688,3826818,JSWSTEEL
2021-10-11,637.7773270276911,644.382736891103,633.6430362113549,639.0604248046875,2257738,JSWSTEEL
2021-10-12,639.0603441827815,647.2339062862361,632.4074259096484,640.3433837890625,2930894,JSWSTEEL
2021-10-13,640.3909688093889,657.6885699681242,637.7298127870106,647.6616821289062,5601758,JSWSTEEL
2021-10-14,655.787672880093,664.3414251350508,649.0872452154786,658.496337890625,4751065,JSWSTEEL
2021-10-18,661.0149590280829,691.2382050784967,661.0149590280829,680.3084106445312,9493244,JSWSTEEL
2021-10-19,686.6763457543916,686.6763457543916,654.314655525108,657.2609252929688,4164143,JSWSTEEL
2021-10-20,657.6885558217551,661.2051102797974,641.9116570214782,651.17822265625,3256699,JSWSTEEL
2021-10-21,657.0708425268955,659.541961805919,622.6182224607519,640.6761474609375,5811087,JSWSTEEL
2021-10-22,642.4819695400016,655.7878091458597,625.4219707292908,634.6885375976562,10162556,JSWSTEEL
2021-10-25,636.7793922862787,644.3827283135776,620.6698124766692,640.8186645507812,3987950,JSWSTEEL
2021-10-26,645.0480063592596,662.8683244699166,641.0562435007027,659.9219970703125,4238644,JSWSTEEL
2021-10-27,659.9220068467162,664.8166774971612,648.279398841941,650.9406127929688,3330934,JSWSTEEL
2021-10-28,649.0397891365319,650.4654146291363,631.1243939741611,634.3558349609375,3080237,JSWSTEEL
2021-10-29,636.779388862204,650.8455488353006,630.1264698740914,635.9715576171875,3612552,JSWSTEEL
2021-11-01,646.2835512848123,656.5005338970356,639.1554238809358,654.789794921875,3234840,JSWSTEEL
2021-11-02,659.0191523125159,659.0191523125159,638.2049973993045,639.488037109375,3204544,JSWSTEEL
2021-11-03,643.8599623555276,649.6574824387232,640.1533131162084,646.5211181640625,2265795,JSWSTEEL
2021-11-04,646.5211181640625,646.5211181640625,646.5211181640625,646.5211181640625,0,JSWSTEEL
2021-11-08,649.1347797083306,653.8393552333156,634.9260346414959,651.8434448242188,2919045,JSWSTEEL
2021-11-09,651.9859840591494,657.0706911977644,641.6739840454246,643.099609375,2494969,JSWSTEEL
2021-11-10,641.5315059889824,642.5294322854169,619.862008944014,629.5562744140625,6871348,JSWSTEEL
2021-11-11,629.556264455001,636.6368249279366,627.5128446350794,634.308349609375,3868489,JSWSTEEL
2021-11-12,638.7277424762257,642.244297028801,630.4591028549949,638.0624389648438,2542949,JSWSTEEL
2021-11-15,641.5314966318558,641.5790058816877,625.4219163368855,628.7008666992188,3143670,JSWSTEEL
2021-11-16,625.3744112434666,640.5810838572895,623.188463657,631.9323120117188,2795558,JSWSTEEL
2021-11-17,627.5603846203983,638.3951625065583,625.9446639870089,629.5087280273438,2882577,JSWSTEEL
2021-11-18,630.1264653527556,633.8331148230764,611.1181255231099,618.2937622070312,4010171,JSWSTEEL
2021-11-22,622.4756070057574,630.6016605092692,613.0664557855763,624.4239501953125,3944981,JSWSTEEL
2021-11-23,624.5189262789496,655.5025522471373,624.5189262789496,649.4198608398438,9033812,JSWSTEEL
2021-11-24,649.4198847336022,661.4901914962953,636.7793510093647,649.3723754882812,4374307,JSWSTEEL
2021-11-25,649.3723726154473,653.6967580797597,640.7711109319333,647.138916015625,2850008,JSWSTEEL
2021-11-26,635.1161656068729,639.2029471395726,593.2978172541569,597.4796752929688,8921840,JSWSTEEL
2021-11-29,600.3784502783143,606.1759709657454,587.4527438472298,594.5808715820312,4230776,JSWSTEEL
2021-11-30,590.6842049769934,601.2338111785116,574.3370198826976,578.2337646484375,6606473,JSWSTEEL
2021-12-01,584.458993932515,608.0768351259468,583.5560861063125,605.6057739257812,6580138,JSWSTEEL
2021-12-02,606.3660412564626,616.5830239265362,599.5230273082248,614.6821899414062,4017457,JSWSTEEL
2021-12-03,605.4155507032135,622.3804687556456,605.4155507032135,612.5911865234375,4885753,JSWSTEEL
2021-12-06,612.7338310991062,628.2256160814944,605.1780045989283,610.9755249023438,13699768,JSWSTEEL
2021-12-07,616.7731150266305,630.7442563307587,615.0623760526014,627.8930053710938,12896360,JSWSTEEL
2021-12-08,632.5500208998243,642.4818901225718,627.4178039201314,639.5831298828125,9676621,JSWSTEEL
2021-12-09,642.4819631644987,644.7154201583475,628.273215838897,640.6761474609375,9692290,JSWSTEEL
2021-12-10,636.7794247525114,647.6617115981869,636.7794247525114,645.8558959960938,2430834,JSWSTEEL
2021-12-13,648.184472630481,658.5915516447213,634.4984429667052,637.3021850585938,4149735,JSWSTEEL
2021-12-14,632.5500333346017,642.4819027525917,628.4632517679753,637.0645141601562,2942047,JSWSTEEL
2021-12-15,637.064456510907,644.0500557509872,624.0437329694935,625.8495483398438,4724542,JSWSTEEL
2021-12-16,632.0272686061126,633.1677805422087,621.0974737354805,629.318603515625,2474595,JSWSTEEL
