trade_date,open,high,low,close,volume,symbol,return_1d,return_5d,return_20d,sma_20,sma_50,sma_200,price_sma20,price_sma50,price_sma200,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,volatility_20,volume_sma20,volume_ratio,daily_range,close_position,sma20_sma50,sma50_sma200,future_return_1d
2022-09-07,707.0,715.4500122070312,703.5999755859375,706.75,758791,PAYTM,-0.0038057821700950845,-0.015462806942184937,-0.09887796633937929,764.1,736.7299975585937,857.4699975585937,0.9249443790079832,0.959306669121737,0.8242270890086804,734.3016364107535,743.5042387510423,-9.202602340288763,1.2697255493075157,-10.47232788959628,17.72257854828902,0.022888939265773862,2285680.35,0.3319759913060459,0.016766942513043864,0.2658240235692837,1.037150655643324,0.8591904085929847,0.00035373187124165817
2022-09-08,713.75,718.9500122070312,705.0,707.0,748399,PAYTM,0.00035373187124165817,-0.03461456466309776,-0.15324272152391472,757.7024993896484,736.842998046875,853.2009973144532,0.9330838958159822,0.9594988374375832,0.8286441321861585,730.101384655253,740.8002210657799,-10.698836410526837,-1.123986842659355,-9.574849567867483,16.861936504061262,0.016128217183632942,1764842.0,0.4240600575008981,0.01973127610612624,0.14336905017129206,1.0283092889503802,0.8636218199066478,0.029561562113242568
2022-09-09,713.75,740.0,708.2000122070312,727.9000244140625,2048848,PAYTM,0.029561562113242568,0.0009626130298137081,-0.11956453049402782,752.7600006103515,737.2589990234375,850.0424975585937,0.9669748974757797,0.9873057166860334,0.8563101568505851,729.762713848916,739.8446509434305,-10.081937094514501,-2.9155768930303845,-7.166360201484117,32.50200550910935,0.018187030177706655,1741856.0,1.176244190105267,0.043687301451276604,0.6194974770206387,1.0210251778648296,0.8673201647457843,0.01202088158609893
2022-09-12,730.0,748.0,725.0,736.6500244140625,1511858,PAYTM,0.01202088158609893,0.03943842489855398,-0.10795587878024582,748.3025024414062,737.8789990234375,846.2522479248047,0.9844281183220337,0.9983344496712856,0.8704851611567227,730.8223000897077,739.6080119412551,-8.785711851547376,-4.089603884733783,-4.696107966813593,34.824183351780746,0.018612495166112884,1734876.25,0.8714500529936934,0.031222424811964664,0.5065228006114131,1.014126304491338,0.8719374168079056,-0.0012896384654123016
2022-09-13,739.9000244140625,743.5499877929688,733.0,735.7000122070312,784495,PAYTM,-0.0012896384654123016,0.03700049270326855,-0.06554042472499877,745.7225036621094,739.0789990234375,841.1684982299805,0.9865600254707891,0.9954281114456357,0.8746166954125361,731.5727173385268,739.3185304794607,-7.745813140933933,-4.820845735973813,-2.92496740496012,34.61247342468192,0.015908765599330462,1425497.35,0.5503307319371726,0.01434006744314136,0.25592562380316,1.0089888965150546,0.8786337108185058,-0.013660442607333567
2022-09-14,724.0,732.9500122070312,711.9500122070312,725.6500244140625,1385890,PAYTM,-0.013660442607333567,0.026742164009992964,-0.07430794512800254,742.8100036621094,740.4519995117188,835.8029983520507,0.9768985619964098,0.9800095413241949,0.8682070127109183,730.6615338116861,738.3060485486906,-7.644514737004442,-5.3855795361799395,-2.258935200824503,34.05609573228692,0.016077660171016844,1401641.9,0.9887618228307816,0.028939570445073406,0.6523815336681548,1.0031845469415244,0.8859168978475369,0.005650072966300934
2022-09-15,730.0,736.7999877929688,720.0,729.75,826887,PAYTM,0.005650072966300934,0.03217821782178221,-0.07002677628674936,740.0625030517579,742.1519995117187,830.5387484741211,0.9860653620346488,0.9832891381820997,0.8786465427900965,730.5212978406576,737.6722671747135,-7.150969334055958,-5.7386574957551435,-1.4123118383008144,35.83120816738685,0.016182628755615335,1359329.7,0.6083049608935934,0.02302156600612367,0.5803575645501742,0.9971845437843789,0.8935790182880836,-0.015279238662641359
2022-09-16,730.0,731.2000122070312,686.8499755859375,718.5999755859375,2351957,PAYTM,-0.015279238662641359,-0.012776546938037647,-0.08598325562387876,736.6825012207031,743.3989990234375,825.4494985961915,0.9754541127218275,0.9666410319759953,0.8705559538264078,728.6872482630083,736.2595048348041,-7.572256571795833,-6.105377310963282,-1.4668792608325516,34.695312268215844,0.016336006071781532,1406863.15,1.6717738324441862,0.06171728100175801,0.7158956884581033,0.9909651508657431,0.9005990073138406,-0.016212028631655606
2022-09-19,720.5,725.0,702.0,706.9500122070312,967978,PAYTM,-0.016212028631655606,-0.04031766948036808,-0.08438021686176678,733.4250030517578,743.7229992675781,820.4862487792968,0.9639022521258956,0.9505555333144718,0.8616232304427008,725.3430581005503,734.088431306821,-8.745373206270756,-6.633376490024777,-2.1119967162459785,41.7549766027613,0.016265050000248738,1387006.4,0.6978900746240249,0.03253412490678962,0.21521792204483695,0.9861534519895689,0.9064417598394542,-0.013438008113674016
2022-09-20,710.0999755859375,714.7999877929688,690.5499877929688,697.4500122070312,892041,PAYTM,-0.013438008113674016,-0.05199129993929674,-0.10162937574559439,729.4800048828125,743.8569995117188,815.7899990844727,0.9560920210816104,0.9376130259779099,0.8549381740273239,721.0518202707781,731.3744743364662,-10.322654065688084,-7.37123200515744,-2.9514220605306445,41.42137524723352,0.01621729100497178,1255026.85,0.7107744348258366,0.03476951691958911,0.28453708923969073,0.9806723676212719,0.9118241218285571,-0.01849598421145804
2022-09-21,699.9500122070312,705.0,680.7000122070312,684.5499877929688,854832,PAYTM,-0.01849598421145804,-0.0566389240519638,-0.11807526793701884,724.8975036621093,743.5729992675781,811.2084991455079,0.9443403851367828,0.9206224385060415,0.8438644177348293,715.4361537357304,727.9059938517626,-12.469840116032174,-8.390953627332387,-4.078886488699787,29.624896518602185,0.016433764144775022,1246802.3,0.6856195244426482,0.03549775505995319,0.15843528888732603,0.9748841127584458,0.9166237780432847,0.0006573839968679884
2022-09-22,683.0,692.4000244140625,680.0499877929688,685.0,613123,PAYTM,0.0006573839968679884,-0.06132237067488866,-0.10842117547373342,720.7325042724609,743.0809997558594,806.3917492675781,0.9504219609069375,0.9218375927053148,0.8494630564141626,710.753668545618,724.7277720849654,-13.974103539347425,-9.507583609735395,-4.46651992961203,31.26110191729468,0.016471974215167967,1234699.3,0.4965767778438037,0.0180292505417427,0.40080951651403807,0.9699245499605815,0.9214888426509547,0.011094854869981852
2022-09-23,706.0,707.0,688.0,692.5999755859375,1573621,PAYTM,0.011094854869981852,-0.0361814651869421,-0.09899835490128495,716.9275024414062,742.9909997558593,801.8324993896484,0.9660669638525173,0.9321781499554102,0.8637713937925212,707.9607927056671,722.3479353072597,-14.387142601592586,-10.483495408106833,-3.903647193485753,42.08454538416435,0.016843994492527558,1272351.5,1.2367816597850516,0.02743286264762868,0.24210397820723684,0.9649208438285022,0.926616220122558,-0.05067856890442857
2022-09-26,691.0999755859375,692.5999755859375,651.0,657.5,881195,PAYTM,-0.05067856890442857,-0.0699483858167751,-0.13719570824449978,711.7000030517578,741.9859997558593,797.2324993896484,0.9238443124640311,0.8861353182086208,0.8247280442071467,700.1975938278722,717.544384543759,-17.346790715886755,-11.856154469662817,-5.4906362462239375,30.907748302746953,0.01969540649974524,1281766.2,0.6874849719082935,0.06326992484553232,0.15625009169950732,0.9591825226971038,0.9307021481486453,0.0038022813688212143
2022-09-27,665.0,671.0999755859375,657.0,660.0,512978,PAYTM,0.0038022813688212143,-0.05369562198231714,-0.09140972216737309,708.3800018310546,740.8190002441406,792.7654992675781,0.9317033206668741,0.8909058755006198,0.8325286615143598,694.0133486235842,713.2818375405176,-19.268488916933393,-13.338621359116933,-5.9298675578164595,32.793519174971664,0.01746134924848752,1242894.25,0.41272859698240616,0.021363599372632575,0.21276632585038135,0.9562119783612522,0.9344743192388797,-0.0254545269590436
2022-09-28,660.0,664.0,639.0999755859375,643.2000122070312,632376,PAYTM,-0.0254545269590436,-0.06040461080023152,-0.10399103701016921,704.6475036621093,739.4960009765625,788.011749572754,0.9127968365236085,0.8697815963272758,0.8162314997914218,686.1959122518068,708.0905912195186,-21.894678967711798,-15.049832880835908,-6.84484608687589,29.068240444931988,0.018014972700324733,1187969.95,0.5323164950426567,0.03871272378963786,0.1646599438182968,0.9528753404096397,0.9384327091283908,-0.017179707063519123
2022-09-29,655.0,655.0,629.5499877929688,632.1500244140625,649589,PAYTM,-0.017179707063519123,-0.07715324903056564,-0.13681976447354582,699.6375061035156,737.5180017089843,783.3347494506836,0.90353935988179,0.8571316536670806,0.806998572267297,677.8811602767692,702.465364048744,-24.5842037719749,-16.956707059063707,-7.627496712911192,16.415275623860538,0.017146203482772224,1154294.75,0.5627583422691648,0.040259449852304875,0.1021624901372511,0.9486378698313918,0.9415106405354436,0.009175017905511895
2022-09-30,637.6500244140625,649.2999877929688,631.1500244140625,637.9500122070312,863947,PAYTM,0.009175017905511895,-0.07890552310902488,-0.12273102104210476,695.1750061035157,735.5290014648438,778.7492492675781,0.9176826074095603,0.8673349533961557,0.8191982371822895,671.7379067275788,697.686449097506,-25.94854236992728,-18.755074121236422,-7.193468248690859,14.648971124144964,0.01753260944898307,1141074.05,0.7571349116212046,0.028450447576786185,0.3746557307587543,0.9451360921446184,0.9445004308596336,0.03456381749517545
2022-10-03,644.75,665.9000244140625,641.75,660.0,1617989,PAYTM,0.03456381749517545,0.0038022813688212143,-0.06871738587300125,692.7400054931641,733.9960009765625,774.5689990234375,0.9527383935768855,0.8991874603157064,0.852086774492803,669.9320749233359,694.8948602754685,-24.96278535213264,-19.99661636741567,-4.9661689847169725,26.446775370341612,0.01915765983526623,1084918.35,1.49134633034827,0.03659094608191288,0.7556928178247749,0.9437926154522526,0.9476186135799023,0.022651533647016997
2022-10-04,670.9000244140625,677.3499755859375,664.0999755859375,674.9500122070312,743798,PAYTM,0.022651533647016997,0.022651533647016997,-0.04862921898143857,691.015005493164,732.5950012207031,771.0439993286133,0.9767515999530755,0.921313974409299,0.8753715907195233,670.7040652746736,693.417464122251,-22.713398847577423,-20.53997286344802,-2.173425984129402,34.69201740092562,0.020010308894656083,1061029.6,0.7010153156895905,0.01963108342893955,0.818870688384434,0.9432428618018749,0.9501338469122519,0.02022366565232292
2022-10-06,679.9500122070312,693.75,676.5999755859375,688.5999755859375,894531,PAYTM,0.02022366565232292,0.07058451883905281,-0.0256809683962681,690.1075042724609,731.5060009765625,767.4902493286132,0.9978155161664084,0.9413456276047697,0.8972100638259737,673.4572822456372,693.0606131195611,-19.603330873923937,-20.352644465543207,0.7493135916192699,38.25291254422133,0.02062691748919755,1067816.6,0.8377196983077431,0.024905641914188786,0.6997074587345988,0.9434064838171737,0.9531143902042676,0.027374436958197634
2022-10-07,688.5999755859375,711.1500244140625,687.0999755859375,707.4500122070312,1304985,PAYTM,0.027374436958197634,0.11911727419889617,0.0006365094866072063,690.1300048828125,730.4950012207031,764.4224993896485,1.0250967313429007,0.9684529134694115,0.9254698975656698,678.6869330089286,694.1264945334478,-15.439561524519263,-19.37002787733842,3.930466352819156,46.951061364644595,0.02158937233181882,1095645.9,1.1910645583577688,0.03399540379269495,0.8461536509354475,0.9447429533803269,0.9556168242090798,0.027987825925960053
2022-10-10,707.0,745.4500122070312,703.25,727.25,3150552,PAYTM,0.027987825925960053,0.13997960041419133,-0.0008930133153736142,690.0975036621094,731.0620007324219,761.5387493896484,1.0538365899611797,0.9947856669768053,0.9549743865074104,686.158174084478,696.5800875309702,-10.421913446492226,-17.580404991169182,7.158491544676956,55.314134628259026,0.021479522912218683,1150731.1,2.737869863776168,0.058026830123109316,0.5687202146354163,0.9439657689371465,0.9599800421427632,-0.026332106447662373
