trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol,return_1d,return_5d,return_20d,sma_20,sma_50,sma_200,price_sma20,price_sma50,price_sma200,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,volatility_20,volume_sma20,volume_ratio,daily_range,close_position,sma20_sma50,sma50_sma200,future_return_1d
2020-10-19,2774.0,2774.0,2706.6,2711.55,,3331194,,,,,2711.55,1.0,TCS,-0.018727608294430542,-0.04185512367491162,0.10680027756234955,2630.85,2438.1580000000004,2142.6014999999998,1.0306744968356236,1.1121305510143311,1.2655409790387995,2718.618684764163,2613.3668937356338,105.25179102852917,106.82175731225806,-1.5699662837288884,74.04940561504088,0.026439261929560393,7354032.15,0.45297517498614687,0.024856631815751172,0.07344213649852027,1.0790317936737486,1.1379428232454802,0.010123361177186485
2020-10-20,2725.0,2759.9,2717.95,2739.0,,3406273,,,,,2739.0,1.0,TCS,0.010123361177186485,-0.030974155772938827,0.11102097107857056,2644.5350000000003,2447.282,2145.4585,1.035720835610041,1.1192008113490803,1.2766501892252866,2721.7542717235224,2622.673049755216,99.08122196830618,105.27365024346769,-6.192428275161504,72.43911174785099,0.026459825377510522,7294405.35,0.4669706215325695,0.015315808689302764,0.5017878426698461,1.080600846163213,1.1406801856106747,-0.023220153340635208
2020-10-21,2739.0,2749.0,2663.05,2675.4,,4570143,,,,,2675.4,1.0,TCS,-0.023220153340635208,-0.047764806378132074,0.060425295784696686,2652.1575000000003,2455.192,2148.04725,1.008763619807647,1.0896907451637183,1.2455033286628123,2714.6228453045187,2626.5787497733486,88.04409553117011,101.82773930100818,-13.783643769838065,64.81151917165506,0.026860992972714753,7147931.85,0.6393657768295595,0.032126037228077976,0.1436881908086089,1.0802240720888632,1.1429878928408115,-0.0015885475069148391
2020-10-22,2661.0,2686.65,2638.1,2671.15,,5262294,,,,,2671.15,1.0,TCS,-0.0015885475069148391,-0.025341166167992313,0.0825548643336238,2662.3425,2463.4680000000003,2150.3997499999996,1.0033081769156298,1.0843047281312361,1.242164392922758,2707.9347152576697,2629.8803238642117,78.05439139345799,97.07306971949815,-19.01867832604016,62.49154262516916,0.026230504029891914,7035932.55,0.7479170618257277,0.018175692117627307,0.6807415036045326,1.0807294838008856,1.1455860706829049,0.005858899724837663
2020-10-23,2687.8,2702.0,2670.1,2686.8,,3499091,,,,,2686.8,1.0,TCS,0.005858899724837663,-0.02768429052220167,0.15202058098402849,2680.07,2472.1150000000002,2152.8315000000002,1.0025111284406751,1.0868426428382174,1.248030791076775,2704.6832206026434,2634.0965961705665,70.58662443207686,91.7757806620139,-21.18915622993704,47.76207302709069,0.022242053554745612,6789651.7,0.5153564799207594,0.011872859907696922,0.5235109717868409,1.0841202775760836,1.1483086344658187,0.0005210659520618055
2020-10-26,2689.95,2709.95,2670.5,2688.2,,2672752,,,,,2688.2,1.0,TCS,0.0005210659520618055,-0.008611310873854583,0.1097717045782931,2693.3650000000002,2481.036,2155.24325,0.9980823245271249,1.0834989899380743,1.247283804275921,2702.1473405099287,2638.1042557134874,64.04308479644124,86.22924148889936,-22.186156692458127,46.87350263536172,0.021019839836329938,6511875.95,0.4104427081415763,0.014675247377427208,0.44866920152091,1.0855807815767284,1.1511628675788685,-0.021594375418495515
2020-10-27,2699.75,2718.15,2624.1,2630.15,,3537502,,,,,2630.15,1.0,TCS,-0.021594375418495515,-0.03974078130704628,0.08401681572765107,2703.5575,2488.571,2157.11775,0.9728478125580833,1.0568916860318633,1.2192890258308802,2691.0708265853245,2637.515051586562,53.555774998762445,79.69454819087198,-26.13877319210954,38.34288232701633,0.021865225874873422,6471392.75,0.5466368889448102,0.03575841682033351,0.06432748538011877,1.0863895384138125,1.1536556129121833,-0.0030226412942229164
2020-10-28,2650.0,2655.95,2606.0,2622.2,,3569445,,,,,2622.2,1.0,TCS,-0.0030226412942229164,-0.019884877027734227,0.05376949043562118,2710.2475000000004,2495.62,2159.157,0.967513114577174,1.0507208629518916,1.214455456458238,2680.4753148029667,2636.380603320891,44.09471148207558,72.5745808491127,-28.479869367037125,22.647849462365585,0.02132556432433051,6300074.45,0.5665718759879099,0.019048890244832514,0.32432432432432184,1.0860016749344854,1.1558307246763435,0.0039852032644345226
2020-10-29,2608.0,2655.0,2600.25,2632.65,,3105968,,,,,2632.65,1.0,TCS,0.0039852032644345226,-0.014413267693690002,0.05631344541186856,2717.2650000000003,2503.141,2161.2525,0.9688602326236123,1.0517385956284524,1.2181131080241665,2673.1175740640488,2636.104262334158,37.013311729890574,65.46232702526828,-28.449015295377706,25.615363808493427,0.021324865730726356,6259514.55,0.4961995016051205,0.02079653580992536,0.5917808219178099,1.085542124874308,1.1581899847426433,0.012231021974056455
2020-10-30,2636.1,2674.35,2621.6,2664.85,,3427003,,,,,2664.85,1.0,TCS,0.012231021974056455,-0.008169569748399663,0.056034397352830556,2724.335,2511.381,2163.625,0.9781653137371138,1.0611094055422097,1.2316598301461668,2671.8456395926564,2638.233576235332,33.61206335732459,59.092274291679544,-25.480210934354957,28.543588411069223,0.02131864776117498,6300347.85,0.5439386969721045,0.01979473516333002,0.8199052132701422,1.0847955766170088,1.1607284071870125,-0.022609152485130513
2020-11-02,2660.0,2664.85,2600.05,2604.6,,2571196,,,,,2604.6,1.0,TCS,-0.022609152485130513,-0.031098876571683642,-0.03740113829551339,2719.275,2518.501,2165.6135,0.9578288330529277,1.0341866054450641,1.2027076853741445,2661.500156578402,2635.7422002179,25.757956360501794,52.425410705444,-26.667454344942207,24.872636703271795,0.01456825619997848,5558302.4,0.462586562400779,0.024879060124395197,0.07021604938271213,1.0797196427557503,1.1629503602558815,0.01113414727789297
2020-11-03,2604.0,2665.0,2601.05,2633.6,,2879269,,,,,2633.6,1.0,TCS,0.01113414727789297,0.0013117122597570141,-0.029731422466197643,2715.24,2526.2110000000002,2167.647,0.9699326763011742,1.042509909108938,1.2149579705551687,2657.207824797109,2635.583518720278,21.62430607683109,46.265189779721425,-24.640883702890335,30.603923297333026,0.014818514731070964,5209947.5,0.5526483712167924,0.02428235115431342,0.5089913995308807,1.0748270829317106,1.1654162324400608,0.007423298906440001
2020-11-04,2610.0,2721.85,2610.0,2653.15,,4893928,,,,,2653.15,1.0,TCS,0.007423298906440001,0.011803066127679118,-0.030263710959629986,2711.1,2534.4210000000003,2169.71875,0.978624912397182,1.0468465973096024,1.2228082556782993,2656.583544059092,2636.8847395558128,19.69880450327946,40.95191272443303,-21.253108221153568,39.18367346938777,0.014800597558570256,4971838.85,0.984329570537066,0.042157435501196654,0.3857845328565054,1.0697117803237899,1.1680873385087354,0.012268435633115304
2020-11-05,2685.0,2710.0,2667.0,2685.7,,2816502,,,,,2685.7,1.0,TCS,0.012268435633115304,0.02015079862495961,-0.04954524542591221,2704.1,2543.065,2172.05175,0.9931955179172367,1.0560878310228012,1.2364806685660228,2661.062998819232,2640.5006847739005,20.562314045331277,36.873992988612684,-16.311678943281407,40.63028254044911,0.012889498691120958,4120697.5,0.6835012761795788,0.016010723461295007,0.4348837209302283,1.0633231946489767,1.1708123436745925,0.00809844733216658
