trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol,return_1d,return_5d,return_20d,sma_20,sma_50,sma_200,price_sma20,price_sma50,price_sma200,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,volatility_20,volume_sma20,volume_ratio,daily_range,close_position,sma20_sma50,sma50_sma200,future_return_1d
2020-10-19,402.05,418.75,401.15,417.1,,41072871,,,,,417.1,1.0,ICICIBANK,0.05301691492047467,0.03229798292290553,0.12867000405899076,376.09749999999997,375.797,397.70775000000003,1.1090209320721358,1.109907742744088,1.0487600505647676,392.7018935069942,382.62437601512585,10.077517491868377,6.144966208152752,3.9325512837156253,72.96264855687606,0.029737806271222002,25329644.75,1.6215336379717682,0.04219611603931916,0.9062500000000014,1.0007996338448681,0.9449074100265836,-0.005993766482857876
2020-10-20,413.5,416.9,411.0,414.6,,26158669,,,,,414.6,1.0,ICICIBANK,-0.005993766482857876,0.04630914826498422,0.182207014542344,379.2925,376.818,397.097,1.0930877884482293,1.1002659108641308,1.0440773916700454,396.0708329674567,384.99294075474614,11.077892212710537,7.1315514090643095,3.946340803646228,75.16397026672496,0.02670579227823252,25190954.1,1.0384151745963444,0.014230583695127778,0.61016949152543,1.006566830671571,0.9489318730687968,0.01374819102749636
2020-10-21,416.0,428.5,410.3,420.3,,43124966,,,,,420.3,1.0,ICICIBANK,0.01374819102749636,0.0331858407079646,0.18594808126410856,382.5875,377.87699999999995,396.49549999999994,1.0985722220407097,1.112266689954668,1.060037251368553,399.7983971263095,387.6082784766168,12.190118649692693,8.143264857189987,4.046853792502706,77.83439490445859,0.0267267528661863,25917537.8,1.6639298969209952,0.0433024030454437,0.5494505494505498,1.012465696509711,0.9530423422207819,-0.017606471567927717
2020-10-22,416.4,419.65,407.65,412.9,,33088074,,,,,412.9,1.0,ICICIBANK,-0.017606471567927717,0.056010230179028175,0.17351143953389214,385.64,378.798,395.86575000000005,1.0706876879991702,1.0900268744819137,1.043030370775951,401.8140283376465,389.48173933020075,12.332289007445752,8.98106968724114,3.3512193202046117,69.73803071364046,0.027154747328883802,26434934.35,1.2516798249585968,0.0290627270525551,0.4375,1.018062397372742,0.9568850045754147,0.009808670380237361
2020-10-23,417.0,420.5,411.75,416.95,,22151463,,,,,416.95,1.0,ICICIBANK,0.009808670380237361,0.05263822267104268,0.24203157581173662,389.7025,379.776,395.32200000000006,1.0699187200492684,1.0978840158409167,1.0547098314791485,404.142639362624,391.51642530574145,12.626214056882532,9.710098561169419,2.916115495713113,69.77898060442035,0.023963329479298866,26250483.9,0.8438497013763621,0.020985729703801415,0.594285714285713,1.0261377759521402,0.9606750952388179,-0.029979613862573418
2020-10-26,418.05,419.15,401.45,404.45,,21712057,,,,,404.45,1.0,ICICIBANK,-0.029979613862573418,-0.030328458403260705,0.1600458912949949,392.4925,380.63700000000006,394.72974999999997,1.0304655502971394,1.0625609176196742,1.0246250757638613,404.18992561452797,392.4744678756865,11.715457738841451,10.111170396703825,1.604287342137626,60.29348295209321,0.024727316475830034,26174506.75,0.82951160101613,0.043763135121770276,0.16949152542372892,1.0311464728862405,0.9642977252157966,0.013598714303374893
2020-10-27,406.35,412.4,393.25,409.95,,33571163,,,,,409.95,1.0,ICICIBANK,0.013598714303374893,-0.01121562952243138,0.12933884297520648,394.84000000000003,381.63199999999995,394.14975,1.0382686657886737,1.0742023729666277,1.0400869212780168,405.0760909046006,393.76895173674677,11.307139167853848,10.35036415093383,0.9567750169200178,61.441743503771995,0.02350459092231522,26928285.3,1.2466877346995429,0.0467130137821685,0.8720626631853791,1.03460925708536,0.9682411317018468,-0.03390657397243557
2020-10-28,409.9,409.9,394.8,396.05,,28145103,,,,,396.05,1.0,ICICIBANK,-0.03390657397243557,-0.057696883178681935,0.10922839938383988,396.79,382.16200000000003,393.3985,0.9981350336450011,1.0363406094797494,1.0067399850279042,403.687461534662,393.93791827476554,9.749543259896484,10.23019997272636,-0.48065671282987665,53.33073626801714,0.02469320323448624,27481498.05,1.0241473353742445,0.03812649917939645,0.08278145695364257,1.0382769610793328,0.9714373593188587,0.009720994823885887
2020-10-29,392.25,402.9,389.65,399.9,,32615425,,,,,399.9,1.0,ICICIBANK,0.009720994823885887,-0.031484620973601385,0.1272727272727272,399.0475,382.671,392.69674999999995,1.0021363371528451,1.045023009321323,1.0183430344152327,403.10477514471404,394.3795539581162,8.725221186597821,9.929204215500654,-1.203983028902833,49.32318104906936,0.024546363964891637,28134016.4,1.1592879074315177,0.03313328332083021,0.7735849056603774,1.0427952470921498,0.9744694856781984,-0.01825456364091016
2020-10-30,399.4,402.7,388.05,392.6,,27225165,,,,,392.6,1.0,ICICIBANK,-0.01825456364091016,-0.05840028780429296,0.06338028169014098,400.21750000000003,383.168,391.96675000000005,0.9809665994115699,1.0246158343076666,1.0016155707084848,401.4886558916811,394.2477351464039,7.240920745277208,9.391547521455966,-2.1506267761787576,45.3436356242375,0.02372042801241829,28333418.55,0.9608852864667825,0.03731533367294951,0.31058020477815823,1.0444961479037915,0.9775523051381271,0.063295975547631
2020-11-02,417.0,422.8,407.0,417.45,,72698777,,,,,417.45,1.0,ICICIBANK,0.063295975547631,0.03214241562615894,0.11886893594210668,402.435,384.09399999999994,391.366,1.037310373103731,1.086843324811114,1.0666486102522958,403.94424729296094,395.96642143185545,7.977825861105487,9.10880318938587,-1.1309773282803839,57.57142857142857,0.027235410810395835,30641852.15,2.3725320729347623,0.03784884417295487,0.6613924050632899,1.0477513317052598,0.9814189275511924,0.06324110671936767
