trade_date,open,high,low,close,prev_close,volume,turnover_lakhs,num_trades,delivery_qty,delivery_pct,adjusted_close,adjustment_factor,symbol,return_1d,return_5d,return_20d,sma_20,sma_50,sma_200,price_sma20,price_sma50,price_sma200,ema_12,ema_26,macd,macd_signal,macd_histogram,rsi_14,volatility_20,volume_sma20,volume_ratio,daily_range,close_position,sma20_sma50,sma50_sma200,future_return_1d
2020-10-19,617.5,617.5,596.3,601.78,,42359556,,,,,300.89,0.5,HDFCBANK,0.0035186018977104716,-0.008321935303132744,0.13833349096755887,281.88025,275.9321,267.473025,1.0674390986952793,1.0904494257826471,1.124935869701253,293.4335853606086,285.0203171481759,8.41326821243274,6.608353286508093,1.8049149259246473,74.55609627778509,0.018207440830141464,22883445.0,1.8511004789707144,0.07045764232776112,-13.93443396226412,1.0215565713449068,1.0316258994715448,0.016933098474525732
2020-10-20,603.75,613.7,602.95,611.97,,27411978,,,,,305.985,0.5,HDFCBANK,0.016933098474525732,0.021277660959247102,0.16643476603449936,284.06325,276.79850000000005,267.4047,1.0771720734730734,1.1054431292077087,1.1442768208636573,295.3645722282073,286.5732566186814,8.791315609525896,7.044945751111653,1.7463698584142424,75.52350224584048,0.018023376614769708,23261900.0,1.1784066649757758,0.03513244113273526,-27.624651162790702,1.0262456263310673,1.0351295246493426,0.018595682794908308
2020-10-21,615.3,625.5,610.85,623.35,,35640752,,,,,311.675,0.5,HDFCBANK,0.018595682794908308,0.029054890631448727,0.20407571952868442,286.70449999999994,277.6987,267.354625,1.0870949008473885,1.1223495104586374,1.1657737359134894,297.8738688084831,288.4326450172976,9.441223791185507,7.524201359126424,1.917022432059083,76.03295546057117,0.017456217994050487,24112903.7,1.4780779802973294,0.047004090799711164,-20.421501706484673,1.0324301122043422,1.0386904658933802,-0.010748375711879476
2020-10-22,619.97,625.0,611.5,616.65,,21913060,,,,,308.325,0.5,HDFCBANK,-0.010748375711879476,0.05478772536006282,0.17766701042740918,289.03024999999997,278.54670000000004,267.31075,1.0667568533051472,1.1069059514975403,1.153432849221365,299.48173514563956,289.9061527937941,9.575582351845469,7.934477557670234,1.6411047941752352,70.51831644583008,0.018020686394852197,24404565.3,0.8979082286706414,0.043784967161274634,-22.45740740740741,1.0376365973820545,1.0420332889717308,0.0020270818130219137
2020-10-23,621.75,624.22,615.6,617.9,,15866230,,,,,308.95,0.5,HDFCBANK,0.0020270818130219137,0.03040005336268292,0.1993400621118011,291.59775,279.43039999999996,267.304325,1.0595074893410528,1.1056420489681869,1.155798732399859,300.93839127707963,291.31680814240195,9.621583134677678,8.271898673071723,1.3496844616059551,70.04158141376807,0.017162334454479546,24207401.3,0.655428883231675,0.027900954847062648,-35.57424593967516,1.0435434011474773,1.0453643052726511,-0.020148891406376324
2020-10-26,614.9,621.0,602.3,605.45,,19571976,,,,,302.725,0.5,HDFCBANK,-0.020148891406376324,0.006098574229784992,0.15986590038314175,293.68399999999997,280.3127,267.2422,1.030784789093039,1.0799546363757333,1.132773940642608,301.2132541575289,292.16185939111296,9.051394766415967,8.427797891740573,0.6235968746753944,61.2020391735981,0.018340069414251023,24169922.9,0.8097657605684792,0.06177223552729389,-16.020053475935786,1.0477013706478513,1.0489088175445345,0.018333470972004218
2020-10-27,613.0,618.0,598.92,616.55,,24317780,,,,,308.275,0.5,HDFCBANK,0.018333470972004218,0.0074840269947871185,0.16970214380572934,295.92025,281.3144,267.21195,1.0417502688646687,1.0958379663465503,1.1536722066509375,302.29967659483214,293.35542536214166,8.944251232690476,8.531088559930554,0.41316267275992224,61.72324796505857,0.01849265935853024,24578190.8,0.9894048019189435,0.061892790527937856,-15.232966457023027,1.0519200225797187,1.0527762699235568,-0.019057659557213502
2020-10-28,614.0,616.0,600.75,604.8,,16571186,,,,,302.4,0.5,HDFCBANK,-0.019057659557213502,-0.029758562605278094,0.13838277367866292,297.75825,282.0799,267.1347,1.0155889887181968,1.0720366818054032,1.132013175375569,302.3151109648579,294.0253938538348,8.289717111023094,8.482814270149062,-0.19309715912596737,53.00513236088601,0.019459742172521943,24774527.8,0.6688799937490635,0.050429894179894186,-19.56393442622951,1.0555812377982265,1.0559463072375097,-0.01851851851851838
2020-10-29,600.3,602.22,589.25,593.6,,23060024,,,,,296.8,0.5,HDFCBANK,-0.01851851851851838,-0.03737938863212509,0.10068607454107181,299.11575,282.6829,267.01532499999996,0.9922580138290946,1.0499397027552781,1.1115466874420037,301.4666323548798,294.2309202350322,7.2357121198475625,8.233393840088763,-0.9976817202412,41.6257225433526,0.020134670151310787,24986836.9,0.9228868820927071,0.04369946091644214,-22.548188126445595,1.05813174408498,1.0586766883136767,-0.0030660377358491253
2020-10-30,591.28,599.65,588.17,591.78,,11522716,,,,,295.89,0.5,HDFCBANK,-0.0030660377358491253,-0.04227221233209255,0.06921784378557083,300.07349999999997,283.3057,266.887275,0.9860584156881564,1.0444195086791406,1.1086703178336248,300.6086889156675,294.35381503243724,6.254873883230289,7.837689848717068,-1.5828159654867795,44.223535733476595,0.019563845058610207,24502818.7,0.47026083574621563,0.03879820203453992,-25.459930313588806,1.0591862429876984,1.0615182008958652,0.026766703842644235
